단어,발음,주요뜻,메모,암기여부,저장날짜
lustrous,lΛstrəs,번쩍이는|빛나는|저명한,"1)【혼돈어휘】	lustrous	광택 있는, 빛나는; 훌륭한 	lusty 	건장한, 튼튼한	lustful 	호색적인, 탐욕스런										

",미암기,2010-11-11 09:37:24
luxuriant,lʌgʒúəriənt,풍부한|무성한|화려한,"1)【혼돈어휘】	luxuriant	울창한	luxurious	사치스러운												

",미암기,2010-11-11 09:37:24
magnificent,mægnífəsnt,훌륭한|멋진|아름다운|웅장한|장엄한,"1)【혼돈어휘】	magnificent  	장대한, 훌륭한 	munificent 	[사람이] 인심 좋은, 후한												

",미암기,2010-11-11 09:37:24
male,meil,남성|수컷|말레,"1)【혼돈어휘】	male 	남성의, 수컷의	masculine	남성적인, 남자다운	mail	우편물										

",미암기,2010-11-11 09:37:24
malleable,mǽliəbl,두들겨 펼 수 있는|가단성의|적응성 있는,"1)【혼돈어휘】	malleable	펴 늘릴 수 있는	mailable	우송할 수 있는												

",미암기,2010-11-11 09:37:24
manor,mǽnər,영지|영주의 저택|본채,"1)【혼돈어휘】	manor	장원, 영지	manner 	방법, 태도	manners	풍습, 예절										

",미암기,2010-11-11 09:37:24
mar,maːr,망쳐놓다|흠가게 하다|훼손하다,"1)【혼돈어휘】	mar 	망쳐놓다	mars 	화성												

",미암기,2010-11-11 09:37:24
marital,mǽrətl,부부의|결혼의|혼인의|가족의|남편의,"1)【혼돈어휘】	marital	결혼의, 결혼생활의	martial 	전쟁의, 호전적인, 군인의												

",미암기,2010-11-11 09:37:24
marvel,mάːrvəl,경이로움|놀라다|경탄하다,"1)【혼돈어휘】	marvel	경이로움 cf.marvelous 신기한	marble	대리석 cf.marbled 대리석 무늬의												

",미암기,2010-11-11 09:37:24
mass,mæs,대량의|질량|대중의|집단의|덩어리,"1)【혼돈어휘】	mass	큰 덩어리, 다수	mess	엉망진창, 어지럽히다												

",미암기,2010-11-11 09:37:24
masterful,mǽstərfəl,명인 솜씨의|대가의|오만한,"1)【혼돈어휘】	masterful	권위적인	masterly	훌륭한												

",미암기,2010-11-11 09:37:24
material,mətíəriəl,재료|자료|물질의|소재|성분,"1)【혼돈어휘】	material	재료	materiel	군수품												

",미암기,2010-11-11 09:37:24
matriarch,méitriὰːrk,가모장|수령격의 여자|여가장,"1)【혼돈어휘】	matriarch	여자 가장	patriarch 	가장; 족장												

",미암기,2010-11-11 09:37:24
maul,mɔːl,거칠게 다루다|큰 망치|…을 난폭하게 다루다,"1)【혼돈어휘】	maul	뭇매질하다; 혹평하다 	mall 	&lt;미&gt; 쇼핑몰												

",미암기,2010-11-11 09:37:24
mediate,míːdièit,영향|매개|이용하다|중재하다|조정하다,"1)【혼돈어휘】	mediate	[분쟁 등을] 조정하다	meditate	숙고하다	medicate	의료행위를 하다										

",미암기,2010-11-11 09:37:24
memory,méməri,something that is remembered,"1)【혼돈어휘】	memories	과거에 대한 기억, 추억	memoirs	회고록, 자서전												

",미암기,2010-11-11 09:37:24
menial,míːniəl,하인|머슴|비천한,"1)【혼돈어휘】	menial	[일 등이] 시시한, 천한	manual  	편람, 안내서; 손으로 하는	manure 	[유기질] 비료; 거름										

",미암기,2010-11-11 09:37:24
meretricious,mèritríʃəs,저속한|음란한|야한,"1)【혼돈어휘】	meretricious	눈속임의	meritorious	칭찬할 만한												

",미암기,2010-11-11 09:37:24
message,mésidʒ,메시지|말씀|교훈|문구|전갈,"1)【혼돈어휘】	message	통신, 메시지	massage	안마												

",미암기,2010-11-11 09:37:24
metabolism,mətǽbəlìzm,신진대사|물질 대사|대사,"1)【혼돈어휘】	metabolism	신진대사	anabolism 	동화작용	catabolism 	이화작용										

",미암기,2010-11-11 09:37:24
migrate,máigreit,이주하다|이동하다,"1)【혼돈어휘】	migrate	이주하다; 새들이 정기적으로 이동하다	migraine 	편두통												

",미암기,2010-11-11 09:37:24
mince,mins,잘게 썰다|다지다|뽐내며 종종걸음으로 걷다,"1)【혼돈어휘】	mince	잘게 썰다, 완곡하게 말하다	mint	박하; 조폐국												

",미암기,2010-11-11 09:37:24
minute,mínit,분|잠깐|적은 양의|의사록,"1)【혼돈어휘】	minute	분, 순간; 상세한 	minuet	미뉴엣[3박자의 우아한 춤]												

",미암기,2010-11-11 09:37:24
miserly,máizərli,인색한|욕심 많은|수전노인,"1)【혼돈어휘】	miserly	인색한 cf. miser 구두쇠 	misery	비참함	miserable	불쌍한, 가엾은 										

",미암기,2010-11-11 09:37:24
mitigate,mítəgèit,완화하다|줄이다|저감|경감|감소,"1)【혼돈어휘】	mitigate	완화하다	militate	불리하게 작용하다												

",미암기,2010-11-11 09:37:24
moan,moun,신음|불평|한탄하다|끙끙거리다,"1)【혼돈어휘】	moan	[고통 ・슬픔으로 인한] 신음	mourn	슬퍼하다												

",미암기,2010-11-11 09:37:24
momentous,mouméntəs,중요한|중대한|비상한,"1)【혼돈어휘】	momentous	중대한	momentary	순간의												

",미암기,2010-11-11 09:37:24
momentum,mouméntəm,모멘텀|운동량|탄력|힘|추진력,"1)【혼돈어휘】	momentum 	[움직이는 물체의] 탄성, 힘	monumental 	기념비적인												

",미암기,2010-11-11 09:37:24
monarchy,mάnərki,군주제|왕조,"1)【혼돈어휘】	monarchy	군주정치, 군주제	anarchy 	무정부상태; 무질서, 혼란												

",미암기,2010-11-11 09:37:24
monetary,mάnətèri,통화의|금융의|금전의|화폐의|재정의,"1)【혼돈어휘】	monetary	화폐의	monitory	경고를 주는												

",미암기,2010-11-11 09:37:24
morale,mərǽl,사기|의욕|모랄레스|윤리|도덕,"1)【혼돈어휘】	morale	사기	moral	도덕의; 교훈	morals	도덕적 규범										

",미암기,2010-11-11 09:37:24
mortgage,mɔ́ːrgidʒ,주택 담보 대출|모기지|융자,"1)【혼돈어휘】	mortgage 	저당권; 저당을 잡히다	morgue 	시체공시소; [신문사의] 자료실	mortuary 	시체 안치소, 영안실										

",미암기,2010-11-11 09:37:24
mug,mʌg,습격하다|과장된 표정을 짓다|컵,"1)【혼돈어휘】	mug	강도가 습격하다; 용의자 얼굴사진	muggy 	무더운, 후텁지근한												

",미암기,2010-11-11 09:37:24
negligible,néglidʒəbl,하찮은|무시해도 좋은|무시할만한,"1)【혼돈어휘】	negligible	사소한, 무시해도 좋을	negligent	태만한												

",미암기,2010-11-11 09:37:24
nemesis,néməsis,천벌|네메시스|응보,"1)【혼돈어휘】	nemesis 	천벌, 응보	mimesis 	모방; 의태												

",미암기,2010-11-11 09:37:24
noted,nóutid,유명한|저명한|현저한,"1)【혼돈어휘】	noted 	유명한, 저명한 	notable 	중요한, 저명한	noticeable 	눈에 띄는, 두드러진										

",미암기,2010-11-11 09:37:24
notify,nóutəfài,통보하다|알리다|신고하다|발표하다,"1)【혼돈어휘】	notify	알리다	notice	알아차리다; 통지												

",미암기,2010-11-11 09:37:24
object,άbdʒikt｜ɔ́b-,물건|객체|것|대상|작품,"1)【혼돈어휘】	object	대상, 물체, 목적어	subject	주제, 주체, 주어												

",미암기,2010-11-11 09:37:23
oblique,əblíːk; 군사 əbláik,비스듬한|사선의|사격의,"1)【혼돈어휘】	oblique	비스듬한	opaque	흐릿한												

",미암기,2010-11-11 09:37:23
obsequious,əbsíːkwiəs,아첨하는|알랑거리는|아부하는,"1)【혼돈어휘】	obsequious	아첨하는, 알랑거리는	obsequial 	장례식의 												

",미암기,2010-11-11 09:37:23
observance,əbzə́ːrvəns,준수|식전|관습,"1)【혼돈어휘】	observance	준수	observation	관찰												

",미암기,2010-11-11 09:37:23
obvious,άbviəs,분명한|명백한|뻔한|확실한,"1)【혼돈어휘】	obvious 	명백한, 분명한, 알기 쉬운	oblivious	[무엇에 몰두하여] 알아채지 못하는												

",미암기,2010-11-11 09:37:23
officious,əfíʃəs,비공식의|참견하기 좋아하는|주제넘게 나서는,"1)【혼돈어휘】	officious	참견하기 좋아하는 	official	공식의; 공무원	officiary 	관직상의	officiate 	사회하다								

",미암기,2010-11-11 09:37:23
opposed,əpóuzd,대항하는|반대의|적대적인,"1)【혼돈어휘】	opposed 	반대의 뜻을 나타내는	opposite	[위치적으로] 반대편의, [내용이] 정반대의												

",미암기,2010-11-11 09:37:23
opulence,άpjuləns,풍부|부유|현란,"1)【혼돈어휘】	opulence 	부유, 풍부 	corpulence	비만, 비대												

",미암기,2010-11-11 09:37:23
orbit,ɔ́ːrbit,궤도|돌다|안구,"1)【혼돈어휘】	orbit	궤도, 활동 범위; 세력권	obit /obituary  	[신문의] 사망 기사												

",미암기,2010-11-11 09:37:23
ordinance,ɔ́ːrdənəns,법령|조례|규정,"1)【혼돈어휘】	ordinance	법령	ordnance	군수품												

",미암기,2010-11-11 09:37:23
organism,ɔ́ːrgənìzm,생물|유기체|생체|인간,"1)【혼돈어휘】	organism 	유기체, 생물; 인간, 미생물	orgasm 	오르가즘; 성적 흥분의 최고조												

",미암기,2010-11-11 09:37:23
orthodox,ɔ́ːrθədὰks,정교회|정통의|전통적인,"1)【혼돈어휘】	orthodox	정설의, 정통파의; 정통의	heterodox 	이단의, 비정통적인												

",미암기,2010-11-11 09:37:23
ostensible,asténsəbl,표면상의|겉보기만의|표면만의,"1)【혼돈어휘】	ostensible	겉으로 만의, 겉치레의	ostentatious 	자랑 삼아 드러내는, 과시하는												

",미암기,2010-11-11 09:37:23
pack,pæk,싸다|갑|꽉 들어찬|짐|채우다,"1)【혼돈어휘】	pack 	짐을 꾸리다, 포장하다; 꾸러미	package 	꾸러미, &lt;미&gt;소포; 종합 정책	packet 	&lt;영&gt;소포, 한 묶음, 담배의 갑										

",미암기,2010-11-11 09:37:23
pact,pækt,조약|협정|약속,"1)【혼돈어휘】	pact 	계약, 약속; 조약, 협정; 계약하다	fact	사실, 실제, 현실												

",미암기,2010-11-11 09:37:23
palpable,pǽlpəbl,명백한|만질 수 있는|촉진할 수 있는,"1)【혼돈어휘】	palpable	명백한	palatable	입에 맞는	palpitate	두근거리다										

",미암기,2010-11-11 09:37:23
panacea,pӕnəsíːə,만병통치약|만능약,"1)【혼돈어휘】	panacea	만병 통치약 	panache 	[투구의] 깃털 장식; 당당한 태도												

",미암기,2010-11-11 09:37:23
paramount,pǽrəmàunt,최고의|주요한|군주,"1)【혼돈어휘】	paramount	최고의	tantamount	동등한												

",미암기,2010-11-11 09:37:23
parch,paːrʧ,볶다|굽다|바싹 마르다,"1)【혼돈어휘】	parch	바싹 마르다, 볶다	perch	앉다, 자리잡다; 횃대												

",미암기,2010-11-11 09:37:23
pathetic,"pəθétik, -ikəl",불쌍한|한심한|슬픈,"1)【혼돈어휘】	pathetic	불쌍한	bathetic	진부한												

",미암기,2010-11-11 09:37:23
pedestrian,pədéstriən,보행의|도보의|평범한,"1)【혼돈어휘】	pedestrian	보행자; 단조로운	pedestal 	받침대, 주춧돌; 기초	peddler 	행상인										

",미암기,2010-11-11 09:37:23
peerless,píərlis,비길 데 없는|무쌍의|무류의,"1)【혼돈어휘】	peerless 	비할 데 없는	peeress 	귀족부인 cf. peer 귀족; 또래 												

",미암기,2010-11-11 09:37:23
percentage,pərséntidʒ,포인트|비율|퍼센트|부분|퍼센티지,"1)【혼돈어휘】	percentage	비율	per cent	퍼센트												

",미암기,2010-11-11 09:37:23
percolate,pə́ːrkəlèit,…에 삼투하다|여과하다|거르다,"1)【혼돈어휘】	percolate	여과되다, 스며들다	perforate	구멍 뚫다												

",미암기,2010-11-11 09:37:23
perimeter,pərímitər,주변|외곽|경계,"1)【혼돈어휘】	perimeter 	주위, 둘레	parameter 	매개변수, 파라미터												

",미암기,2010-11-11 09:37:23
perish,périʃ,죽다|사라지다,"1)【혼돈어휘】	perish	죽다, 멸망하다	parish	교구												

",미암기,2010-11-11 09:37:23
permissible,pərmísəbl,허용되는|무방한|소지가 허가된,"1)【혼돈어휘】	permissible	허용되는	permissive	허용적인												

",미암기,2010-11-11 09:37:23
perpetuate,pərpéʧuèit,…을 영속하게 하다|불후하게 하다|영존시키다,"1)【혼돈어휘】	perpetuate 	영속화시키다, 항구화하다	perpetrate 	[나쁜 짓, 죄를] 범하다												

",미암기,2010-11-11 09:37:23
persecute,pə́ːrsikjùːt,박해하다|처벌하다|고통받다,"1)【혼돈어휘】	persecute	박해하다	prosecute	기소하다												

",미암기,2010-11-11 09:37:23
personal,pə́rsənl,개인의|자신의|사적인|자기의|인간적인,"1)【혼돈어휘】	personal	개인의, 개인적인	personnel	인원, 전직원	persona	사람, 등장인물; 페르소나[외적 인격]										

",미암기,2010-11-11 09:37:23
personality,pə̀ːrsənǽləti,성격|인성|개성|사람|인격,"1)【혼돈어휘】	personality	성격	personalty	동산												

",미암기,2010-11-11 09:37:23
perspective,pərspéktiv,관점|시각|전망|견해|원근법,"1)【혼돈어휘】	perspective	관점	prospective	예상된, 장차의												

",미암기,2010-11-11 09:37:23
perspicuous,pərspíkjuəs,명료한|명쾌한|분명한,"1)【혼돈어휘】	perspicuous	[언어∙문체 등이] 명쾌한	perspicacious  	통찰력이 있는												

",미암기,2010-11-11 09:37:23
pertinent,pə́ːrtənənt,적절한|관계가 있는|부속물,"1)【혼돈어휘】	pertinent	적절한, 딱 들어맞는; 관련된	pertinacious 	[의견 등을] 굽히지 않는; 완고한												

",미암기,2010-11-11 09:37:23
perverse,pərvə́ːrs,심술궂은|사악한|기대에 어긋나는,"1)【혼돈어휘】	perverse	심술궂은	pervert	타락시키다												

",미암기,2010-11-11 09:37:23
pester,péstər,난처하게 만들다|방해하다|괴롭히다,"1)【혼돈어휘】	pester	괴롭히다, 못살게 굴다; 조르다	fester	[féstər] [상처가] 곪다, 곪게 하다												

",미암기,2010-11-11 09:37:23
petrify,pétrəfài,석화하다|망연자실하게 하다|…을 굳어지게 하다,"1)【혼돈어휘】	petrify	돌처럼 굳게 하다; 경직시키다	putrefy 	부패시키다, 썩게 하다												

",미암기,2010-11-11 09:37:23
phony,fóuni,가짜|위장|사기|장난,"1)【혼돈어휘】	phony	가짜의, 가짜	pony	조랑말; 돈을 지불하다												

",미암기,2010-11-11 09:37:23
physician,fizíʃən,의사,"1)【혼돈어휘】	physician	의사	physicist	물리학자	physiognomist	관상학자										

",미암기,2010-11-11 09:37:23
piece,piːs,조각|작품|하나|부분|일부,"1)【혼돈어휘】	piece	조각, 부분, 부품	peace	평화												

",미암기,2010-11-11 09:37:23
pile,pail,쌓다|더미|모으다|저축하다,"1)【혼돈어휘】	pile	쌓아 올린 더미; 다수, 대량; 축적하다 	file 	서류철; 철하다; 고소를 제기하다												

",미암기,2010-11-11 09:37:23
plague,pleig,전염병|괴롭히다|페스트|시달리다|골치를 앓다,"1)【혼돈어휘】	plague	괴롭히다, 귀찮게 하다; 역병	plaque 	[plǽk] [벽에 거는] 장식판; 치석												

",미암기,2010-11-11 09:37:23
polite,pəláit,예의 바른|공손한|정중한,"1)【혼돈어휘】	polite	정중한	politic	현명한, 정책적인	politics	정치										

",미암기,2010-11-11 09:37:23
ponderous,pάndərəs,대단히 무거운|다루기 힘든|크고 무거운,"1)【혼돈어휘】	ponderous 	지루하고 답답한; 육중한	ponderable 	무게를 달 수 있는, 일고의 가치가 있는												

",미암기,2010-11-11 09:37:23
